nama_penulis,rating,teks_ulasan,waktu
chacha dina,3,Antreannya itu lho,setahun lalu
Rushartono,1,Pelayanan mohon diperbaiki,setahun lalu
Anon Zord,1,Mohon diperbaiki masa pengembalian dana saya lama 14 hari kerja,setahun lalu
Chandra Adjie Sumarna,5,"Pelayanan puas, kasir senyum, bahkan pegawai kantor manna kampus ramah. Mohon agar di manna kampus ditingkatkan jenis2 baju pria/wanita dan celana pria maupun wanita karena masih terbatas variasi dibandingkan manna kampus simanjutak dengan jenis2 pakaian yang lebih bervariasi, mohon agar diperbanyak.",setahun lalu
Ani Novita sari,5,"banyak promo, barang juga lengkap",setahun lalu
Dini Puspita,1,Enggak banget dengan pelayanan kasir an. Salsabila tgl 16jam 12 siang..niat mau ikut undian bukannya didata pakai langsung hanya ditulis aja pakai kertas.. entah deh nanti didata bener apa enggak.,setahun lalu
Widodo Sari,5,"Tempat belanja yang menyenangkan, lengkap, harga murah.
Bisa untuk kulakan untuk dijual di warung lagi.
Untuk hari Jumat, banyak potongan harga. Jadi, sangat berjubel pembeli kalo pas hari Jumat.",setahun lalu
Feby,5,Supermarket yang cukup lengkap. Selalu jadi pilihan buat belanja bulanan. Setiap jumat ada diskon khusus. Antrian kasir dipastikan sangat panjang di tanggal tanggal gajian.,Diedit setahun lalu
Nur Eny,4,Lagi rame2 nya malah kasir selfservice mati dua2 nya,setahun lalu
mamira,1,"Sabtu, 2 maret 2024 jam 12.00

Kasir bagian dkat chatime paling belakang dkt pintu lelet bgt, ngbrol sama tmnnya (bukan soal pekerjaan), bengong gak jlas, antrian dpannya dan samping lainya dah dapet 10, yang ini baru 1 lelet sekali.. nunggu 1 orang 1jam dan lainlainnya 10mnit lebih pdhl saya cuma antri baris ke6 tapi bisa sampai nunggu 2jaman.

Barang udah turuin dikasir gak dang satset di itung. Padhal antrian dah puanjang bgt kok bisa gak ndang satsat ndadak nuggu barang smua diturunin baru di itung.

Tolong di tegur itu kasiarnya dan mbakmbak yang nyamperin kalau antrinya panjang bgt jgan di ajak ngbrol dah lelet tambah asik ngbrol!",Diedit setahun lalu
Muhammad Rifa'i,5,Belanja untuk berbagi,setahun lalu
Nabila Hernandita,2,"sering belanja disini krn murah dan lengkap. tp g bgt deh buat hari ini, nanya stock gula sm anak pkl jawabnya sengak bgt pdhl udh nanya baik2 dan pake nada sopan, kasir jg g ramah, mybe krn rame bgt tp tolong kl cape jgn dilampiaskan ke customer! tdnya mau balik lg belanja krn ada yg kurang jd males!!!",setahun lalu
Ahmad Hadir,3,"Tempat belanja yang komplet, murah, parkir nyaman dan aman, sangat disayangkan fasum semisal toilet sangat terbatas dan terutama mushola yang susah diakses",setahun lalu
Aprilummu FakhriFattanFatirFaqih,4,"belanja disini banyak2 mulai dari anak 1,kalau dulu masih lajang belanja cuma ketengan,enak ada Chatime kalau haus bisa beli didepan,lumayan terdapat banyak promo,kasir sering mengular,tersedia kamar mandi",setahun lalu
Keila,5,"Murah, banyak diskon",setahun lalu
Carla Citra,2,"Sering belanja di mirota tapi untuk hari ini nggak banget pelayanannya .

Dengan sekian banyak antrian yg ada , kasir yang dibuka cuma 1 1 aja dan yang lain dengan tulisan tutup . Jadi antriannya panhang dan lama",setahun lalu
Fidelis Very Ananto,5,Belanja bulanan selalu kesini. Toko tidak pernah sepi selalu ramai. Parkiran kadang penuh. Jadi  harus nebeng parkir di depannya. Harga relatif murah. Belanja disini nyaman. Sayuran juga ada.,setahun lalu
Putu,1,"Antri kasirnya alhamdulillah, 2 jam saja ",setahun lalu
Kung Fang,5,"Sering kesini kl akhir bulan... Antrinya luar biasa,",setahun lalu
barnes chandra,5,"Murah dan lengkap,,..cocok",setahun lalu
Budi Raharjo,4,Swalayan selalu ramai penuh sesak. Tempat nyaman. Harga murah dan lengkap. Pembeli muslim kemungkinan diatas 80% sesuai komposisi penduduk Indonesia. NAMUN KENAPA TIDAK DISEDIAKAN TEMPAT SHALAT UNTUK PELANGGAN?,Diedit setahun lalu
Ary Haryanto,5,Supermarket nan lengkap. Dan pastinya harga jauh lebih murah dibandingkan dengan supermarket lainnya.,Diedit setahun lalu
Yana Terra,5,Bagus,setahun lalu
Febrianto gupari,5,Same stuff lower price only in mirota kampus,setahun lalu
Den Chy,4,"Maaf blm bisa ngasih bintang 5, karena minusnya mushola gak dibuka tiap jam sholat.pas kesana mau sholat ashar sama pedagang diluar ditunjukan mushola dipojok belakang dan ternyata tutup.setelah ditanyakan kembali katanya buka nanti pas magrib.mohon untuk diperbaiki.makasih",setahun lalu
Eko Haryanto,5,"Harga terjangkau, parkir luas",setahun lalu
the aiyun,5,"Cheaper. cashier staffs good and polite.
panmotuburenaiyouniShang niRu retekureru. ",setahun lalu
Inez Salsabila,5,"Dari dulu selalu belanja di mirota godean, barang lengkap, rapi, harga bersahabat dan selalu rame ",setahun lalu
Na V,5,"Suka belanja disini, murah, harga mahasiswa, lumayan lengkap. Awal bulan sama akhir bulan padat sekali, kalau ga mau antre ada kassa self-service bisa scan sendiri belanjaan.",setahun lalu
Afif Himawan,1,"pelayanan antrian kasir terburuk, barang belum ready tapi sudah antri dan bikin stuck dikasir sambil nngguin barangnya dateng",setahun lalu
Apri Yanto,5,"Rekomend,
Parkir luas & gak perlu kawatir",setahun lalu
subagus fredi nugroho,5,Tempat berbelanja murah dan komplit,setahun lalu
Nola Kanestri,5,"selalu rame, tapi tempatnya bersih, pelayanannya juga ramah",setahun lalu
Linda Fatmawati,5,"Seneng banget kalo kesini mau cari apapun disini komplit, tempatnya juga luas, banyak pilihan, bersih dan staffnya  ramah2",setahun lalu
yono irwanto,3,"Lumayan antri an rame banget,seharusnya di kasir di perbedaan ada yg kasir buat troli besar,sama yg pakai keranjang kecil,biar yg belanja sedikit antrean gak kelamaan.",Diedit setahun lalu
Barbie Family,5,"Seneng belanja disini murah2 ..dan ada sayur2 sudah di pack gni.jd buat yg ga jago masak..udah simple bgd diksh contekan nya lngsung..

Emng sih rada susah ksni untuk nyari parkir kalau weekend. Jd ksni nya pas weekday atau weekend gpp tp pas lg hujan..psti sepian",setahun lalu
Nika Woelan,4,"Follow my IG for more beautiful photos or scenery and reviews @NikaWoelan.
Tempat belanja langganan dari lama selain: Superindo dan Hypermart. Sekarang koleksi barang makin lengkap, tapi untuk kualitas pakaian masih enggak banget (modelnya kurang up to date). Harganya selalu paling terjangkau dibanding supermarket lain, tapi tidak ada fresh fish dan meats. Hanya ada fresh veggies and fruits. Sekarang pilihan kosmetik dan skin care banyak dan murah. Staf ramah. Bisa bayar pakai apa aja, termasuk QRIS. Selalu ikut undian tapi gak pernah menang.",Diedit setahun lalu
Anangha Yasmina,5,Muantulll...,setahun lalu
Gilang Kurniawan Kamala,1,Sudah parkir mobil,setahun lalu
Reni Subartiwi,1,"supermarket segede ini ga ada fasilitas sholat, katanya mushola klo kantor tutup ikut tutup, ngantri kasirnya ber jam jam........dl pelanggan setia sekarang kapok kesini lagi",setahun lalu
Kastum Ahmed,3,"Murah, banyak promo, CS nya juga ramah. Sepertinya HRD nya juga perlu di training lagi oleh Customer Service bagaimana cara membalas pesan.",setahun lalu
Cervianda Aditya Aulia,5,Aku suka belanja disini tempat parkir ya lumayan lega buat mobil dan barangnya cukup lengkap,setahun lalu
Mea Phone,5,Deket ku ya Mirota kampus  Jl.ment. Supeno yk. Tmpt belanja terlengkap.dibanding disekitarnya yg semacam itu.  All in ada semua . Sering da promo.  Jumat rabo. Dll . Harga terjangkau. Nyaman pilih pilih lihat lihat. Dan  masuk keranjang. Thx Manna kampus  service memuaskan sipp,setahun lalu
Amanda,5,"deket rumah, seneng bgt belanja disini byk promo & diskon. apalagi pampers nya murah2 disini lebih murah dari baby store",2 tahun lalu
indah novianti,1,Tolong customer service diajari dengan etika sopan santun yg baik&benar.,2 tahun lalu
Regina Cahyanti,5,"Tempat luass, barang lengkap. Kondisi cukup ramai pengunjung, pelayanan baik",2 tahun lalu
Kikin Maya Sari,4,"Tempatnya bersih, luas, bagus, harga juga murah, pelayanan pegawai dalam toko juga bagus, slalu suka belanja disini tiap bulan. Hanya pelayanan satpam di pintu utara agak Rese. Ngelarang2 grab masuk karna rame, padahal kami customer bawa barang banyak, hrus dorong keluar swayalan suruh nemuin grabnya, sampai cancel 3x karna ulah satpamnya.
Saat minta kemudahan, satpamnya malah belagu, diajak ngobrol belaga sok sibuk ga mau nanggepin. Amat sangat disayangkan jika mirota dengan kualitas sebagus ini tercoreng dengan pelayanan 1 satpam yg bisa merusak semua citra Mirota Kampus. Semoga pelayanan diluar swalayan bisa segera diperbaiki. Terimakasih.",Diedit 2 tahun lalu
Finance Beautica,5,"barangnya lengkap, harga terjangkau. parkirnya luassss",2 tahun lalu
Mohammad Haikal,5,Lumayan lengkap,2 tahun lalu
Mas Nur Haryono,5,"Sudah lama langganan belanja disini..
Cuma sayang dari dulu antri bayarnya kadang panjang banget..
Harus tahu jam jam sepinya kalau mau belanja padahal kasirnya udah tambah banyak..
",2 tahun lalu
Stefanus Wahyu,5,"always be favourite place!! saran kalo lagi di jogja download apk 'manna kampus' dulu biar tau promo promo up-to-date nya, emang sesering itu mirota adain promo, indomie pernah cuma seribu kalo hari weekend sabtu-minggu ramee banget di akhir awal bulan kesannya hectic banget but harus siap ngantri juga, tiap bulan ganda juga suka ngadain promo lewat wall speaker dulu pernah dapet minyak goreng cuma 4k, niceyy!!",2 tahun lalu
sannisha,5,"Salut bgt sih mirota tu harganya murah, pelayanan jg oke, cuma parkir kadang gadapet aja, tp so far lengkap dan murah",2 tahun lalu
Andra Junarto,5,kasir self servicenya berguna banget. thanks ,Diedit 2 tahun lalu
MOHAMAD ZUBAEDI,2,"Swalayan yg cukup lengkap, tapi sangat di sayangkan tempat ibadahnya blm ada.",2 tahun lalu
Anisa Prastiari,5,"Lengkap, harga terjangkau, mulai dari fashion, peralatan rumah tangga, fresh product, alat tulis jg ada.. parkir luas ada di belakang dan depan gedung. Kamar mandi bersih, pelayanan ramah.",2 tahun lalu
sa,4,"tempatnya luas, bersih, rapi, lengkap",2 tahun lalu
Isa Bella,5,"tempatnya luas, pegawainya ramah-ramah dan lebih banyak diskon.",2 tahun lalu
Anastasya Sekarani Putri Hernadi,5,"Belanja disini murah2 poll, murah nya jg gk ngotakk
Banyak bnget promo nyaa dan barang nya super duper lengkap bngettt, kasir nya ramah2 poll, tp minus nya ramee biangett eee..
Apalagi pas awal bulan & hari jum'at-minggu, jngan mengharapkan kasir kosong pada saat itu dan buat bergerak jg susah poll",2 tahun lalu
Feby Zhang,5,"Kalo mau belanja bulanan murah, disini tempatnya, cuma harus sabar dengan antrian yg rame dan panjang ",2 tahun lalu
Heni Setianingsih,5,"Tempat belanja terpercaya,dari jaman SMP...suka kalap kalo sudah masuk kesini,cemplang cemplung tanpa lihat harga karena murah...sudah jadi membernya tapi belum pernah dapat hadiah undiannya...semangat Manna Kampus GBU....",2 tahun lalu
Faradina Nur Mahdiani,5,Baguss komplit cm klau tgl muda dan weekend antrian dikasir paanjaaaaaaangggg buaaangeetttt...,2 tahun lalu
Hana Adikti,5,"lengkap, pelayanan ramah, harga murah",Diedit 2 tahun lalu
Mira Astanti,5,"Tempat belanja berbagai kebutuhan, dari sembako, makanan, perlengkapan rumah tangga, ATK, fashion, dll. Harga mayoritas item lebih murah.
Tempat luas, jarak antar rack lega, gak sempit. Parkir luas, kalo hari weekend apalagi tanggal2 muda penuuhh yg belanja ...",2 tahun lalu
Novandy Essa,3,"Satu foto pada bagian kasir sebelah selatan sudah bisa menjelaskan keadaan toko pd tanggal 3 November 2023. Ramenya luar biasa. Biasanya di awal bulan mulai tanggal 1-5 an antrian akan ""nggilani"". Mirota sudah terkenal murah dikalangan penduduk Jogja dan mahasiswa makanya rame banget. Orang2 yang punya toko juga saya lihat biasa kulakan ke sini. Sebenernya udah ga kaget sih, tp alangkah baiknya manajemen memperbaiki sistem pembayaran untuk tanggal rame2nya. Masukan dr saya untuk manajemen, sekiranya tiap awal bulan, bagian kasir ditambahkan helper (hanya casual/kerja harian) yang job desknya packing.. Jadi kerja kasir tidak berat, bisa fokus dan cepat, karena ada yg membantu packing. Bayangkan aja belanjaan sekeranjang merah untuk di handle kasir sekaligus packing bisa memakan 10-15 menit minimal. Kalikan dg antrian 20 -25 org mengular ke belakang. Selain tidak efisien, juga akan banyak keranjang berserakan karena orang tidak jadi belanja. Yah... Semoga ke depannya Mirota Kampus lebih baik lagi untuk membenahi bagian ""lama antri"" yang saya rasa sudah jadi masalah sejak dulu.",2 tahun lalu
Murv Kirani,5,Tempat belanja ,2 tahun lalu
VoeR VoeR,4,"pertama kesini, itu jg karena ada parkir yg kosong (biasanya gak pernah kebagian)...
bagus, karena makanan non halal ada keterangannya (walaupun masih campur rak dgn yg halal)...
mau buat member tapi katanya kartunya lg kosong & gak tau kapan ada lg....",2 tahun lalu
Setiyaningsih,5,Komplit,2 tahun lalu
Agung Raharjo,5,"Semua kebutuhan sehari hari ada disini, dari bahan pokok sampai pakaian pun ada",2 tahun lalu
Peni Rahmawati,5,"Kalau tanggal muda antrinya luar biasa. Banyak promo, barang lengkap",2 tahun lalu
Monika Titisari Nurjaya,1,"TUKANG PARKIR BAD BANGET!! SAKPOLLEE
Harga murah tapi, tukang parkir bad, bikin rusak mood dan males buat kesini lagi.",2 tahun lalu
Melisa Ratnasari,5,"Lengkappp tapi kurang nyaman sama keberadaan spg produk yg ngalingin customer milih2 dan harus ngalah, kryawan mirota sendiri udah bejibun banyak ini tambah spg2 duhh kdg bikin kurang leluasa aja senggol2an",2 tahun lalu
resa pramudita,1,"Kecewa. Sudah sering belanja kesini. Tp memang baru hari ini coba beli kosmetik disini ,jadi gatau sistemnya gimana, pramuniaganya stay ditempat tp responnya lama, jawaban nya cuek pollllll, kalo barang ga ada jawabnya  ""adanya cuma yg disitu"" padahal saya juga beli , ga minta mbak. Saya juga kerja di pelayanan jasa. Kalau rame mah saya wajar namanya kerja juga capek. Tapi tadi di stand kosmetik cuma ada saya ga ada pelanggan yg lain. Lain kali mungkin bisa diperbaiki lagi pelayanan nya .",2 tahun lalu
Pipi Cabi,5,"Komplit murah
Cuma harus sabar antri kasirnya karna ya memang sangat ramai",2 tahun lalu
WHIeN,5,"Mirota ni gak pernah sepi...komplit, murah, apa aja ada. Manteb.
Ada Chatime juga disini

Gak heran setiap tgl muda antrian kasirnya luar biasa 

Parkirannya lumayan luas, sayang gak ada ATM B*A disini",2 tahun lalu
garin hadid,5,Tempat wajib tiap bulan,2 tahun lalu
Adelina Indah,5,"Favorit juga nih tempat belanja  mantap juga koleksinya banyak mulai dari makanan,minuman, kebutuhan rumah tangga lengkap parkiran juga luas pol",2 tahun lalu
Xwzvq,4,"Sering kesini buat belanja bulanan, banyak buah dan sayur segar, harga relatif murah",2 tahun lalu
Syeh Dakon,5,"Tempat belanja yang sudah legend sejak dulu berdiri kokoh, tempat belanja berbagai kebutuhan, dengan letak dipinggir jalan yang sangat strategis, sering banyak discount dan promo, sangat ramai sekali dan tempat yang cukup luas dan parkir yang sangat memadai, solusi belanja cepat dengan pelayanan yang cukup baik dan cekatan, pingin beli camilan, kue2 kering, belanja kosmetik, sekedar beli kopi saset, atau sabun, odol, sabun cuci, tinggal pilih aja, mau ajak jalan pacar sambil belanja cocok juga, mau belanja kebutuhan sehari disini tempatnya sangat komplit dengan agar miring jg, malam2 pingin beli mie tinggal pilih dengan berbagai aneka rasa, mau beli minuman komplit juga, mau beli kebutuhan sekolah tinggal ambil bayar dikasir, mau nyopet mending jangan ini bulan tempatnya, ini tempatnya orang belanja dengan segala kebutuhan dan kemudahan",2 tahun lalu
tiyopras,5,oke,2 tahun lalu
fikri nur huda,5,bersih. belanja murah & langganan,2 tahun lalu
Riko Adi Cahyono 11,2,"ketidak sesuaian promo yang di berikan, tertera pada produk tapi setelah di beli kasir sama karyawan banyak yang tidak tahu dengan promo yang di berikan dan haru mencari tahu sendiri",2 tahun lalu
Handoko Tasiban,5,Lumayam lengkap untuk kebitihan anak kos,2 tahun lalu
indra waspada,5,Tlg dikasih mushila di luar jam kantor dah tutup musholanya,2 tahun lalu
yumin kwan,5,"Tempat belanja murah, lengkap, dan nyaman",2 tahun lalu
ester aries,4,Cukup komplit pakiran cukup luas,2 tahun lalu
xworkshop jogja,5,tempat andalan buat belanja murah..,2 tahun lalu
Tika Yulia,4,Harga murah sering banget promo. Cuman tolong untuk kasir lebih teliti yaaaaaaaa.,2 tahun lalu
Rajo Alamando,5,Tempat belanja yang selalu ramai,2 tahun lalu
nindya puspitta,2,"Pelayanan bagian kasir lama sekali, pegawai nya maaf kurang cekatan, sekali antri bisa 45menit, pdhl konsumen nya yg antri belanja tidak banyak. Terima kasih..",2 tahun lalu
wied anto,4,Tuk kebutuhan RT,2 tahun lalu
RatihS,5,"sebagai pendatang saya awalnya keliling pilih swalayan yang paling oke menurut saya untuk kedepannya langganan. dan saya pilih mirota kampus ini. tempatnya selalu rame. saya suka nya untuk harga kadang ada promo beberapa item, kemudian variasinya komplit. minusnya paling di bahan segar ya, kalo bahan segar saya tetap lari ke super*ndo. ini untuk harian kayak sabun, jajan, tissue, dkk",2 tahun lalu
Ika Hardyanti,1,"Pelayanan TUKANG PARKIR SANGAT BURUK!!!!.
Saya paham kalau mirota godean itu sangat rame dan saya selaku pelanggan yang rutin kesitu tiap bulan tp baru kali ini saya dapat pelayanan yang sangat mengecewakan di mirota godean.
Jadi malam minggu saya dtg dengan ibu dan anak saya, karna parkir antri akhirnya ibu & anak saya turun dluan untuk belanja. Saya ttp di mobil sambil nunggu dpt  parkir. Dan gatau kenapa tukang parkir ini suruh saya maju dan puter , saya kira saya akan dpt parkiran karna mobil2 didepan saya klo udh maju langsung dpt parkir. Loh tp kok sampai saya  maju hampir mendekati palang keluar gak ada yg kosong . Akhirnya saya tanya lah sm tukang parkir yang deket pintu keluar . Dimana saya harus parkir??  Eh dengan nyantai dia bilang ini penuh parkiran nya dan saya harus keluar dlu trs muter lg buat dpt parkiran??? Hah??  Trs klo parkiran penuh kenapa saya disuruh maju buat parkir?? Saya juga bisa liat kali klo itu penuh.. dikira saya gkliat gitu?? Akhirnya saya puter dan antri dari awal lg????  Smpe tu tukang parkir ngajakin liat cctv. Langsung lah saya nemuin manager buat liat cctv. ya ayok ajalah saya liat cctv ditemenin manager incharge nah bisa liat deh tu. Bener kan gk ada tu yg ngarahin buat saya parkir. Cuma disuruh muter aja. Yg mana mobil2 yg tadinya dibelakang saya udh dpt parkir sedangkan saya harus ulang antri dari awal. Duh klo gak karna ibu sm anak saya udh di dlm. Gakbakal sy belanja disini. Ya mungkin review saya ini gak akan digubris. Mudah2an ada solusi ya buat ngatur parkiran, bisa jg kali dibeliin HT tu tukang parkir biar gak asal nyalahin orang yaaa atau mungkin gakboleh bawa kendaraan pribadi kali ya klo kesana. Thanks",2 tahun lalu
wahyu widayanto,5,"Murah, lebih manteps lagi disediakan tempat ibadah, sayang selalu g ada di all outletnya",2 tahun lalu
Gunadi Wijaya,5,Tempat belanja kebutuhan sehari-hari favorit nomer satu yang nggak pernah sepi sepertinya,2 tahun lalu
Septree Hazna imelda,1,"Untuk pelayanan kurang ,karyawannya juga tidak ramah,seringnya ngobrol bukan melayani pembeli",2 tahun lalu
Athena Zapdos,1,Sangat tidak recommended ya untuk belanja bagi pelanggan yang menggunakan transportasi Online.karena tukang parkir yang kurang ramah.mungkin bisa di berikan arahan untuk tukang parkirnya,2 tahun lalu
Siesiee Novianti,1,Pelayanan ONline BURRUK,2 tahun lalu
heri nuryanto,5,"produk yang dijual sangat komplit, murah dan banyak dikon",2 tahun lalu
Karin Mrw,1,"Saya langganan setiap bulan belanja ditoko iki ngak hanya 1x/2x dalam sebulan nya saya belanja disini. Cuma heran aja sama bapak2 yang jaga di parkiran fungsinya untuk apa?tau ada cus kesusahan membawa barang ber dus dus didiamkan aja ngak ada tawaran untuk membantu menaikan di kendaraan. Saya sudah meminta pertolongan dengan baik tapi bapak nya cuma menghampiri saya tampa berkata apapun,lebih ngak enak lagi bapak nya hanya diam melihat saya sibuk mengangkat semua belanjaan saya dan sibuk dengan rokoknya tanpa membantu mengangkat kan barang saya,sasansangatkecrsangasansasansansasansangatkecrssasansangatkecr",2 tahun lalu
Galuh Sekar,5,Lengkap banget plus pada murah murah lagi barangnya surganya anak jogja banget inimah cocok buat yg mau belanja bulanan juga,2 tahun lalu
Hani Indahsari,5,"Barang pecah belah juga komplit, tak hanya kebutuhan sehari2 saja",2 tahun lalu
Bagus Aji,4,"Seperti cabang Mirota (Manna) Kampus lainnya, cabang yang ini juga ramai. Antrian kasirnya sering mengular. Ya, karena harga2nya juga murah sih. Selisihnya lumayan sama swalayan lain. Jadi ya wajar kalau ramai.

Pastikan nggak buru2 kalau belanja di sini, karena pasti antri lama kalau mau bayar. Cocok buat belanja bulanan.

Parkir luas. Bisa bayar parkir di kasir.

Lantai 2 ada pakaian dan aksesori. Tapi cenderung sepi. Ramean bawahnya yang jualan produk2 habis pakai dan keperluan sehari2.",2 tahun lalu
Rochmah Candra Dewi,5,"Toko langganan favorit, apalagi buat anak kos kalo lihat sesuatu harga lebih murah masuk list beli di mirota aja",2 tahun lalu
Mut Lare Nggunung,5,Belanja hemat kalo pas ada diskon,2 tahun lalu
Anaya Azra,5,"Barangnya sangat lengkap, parkir lumayan luas, kalau mau berbelanja lebih baik pagi pas buka toko, karena siang sedikit antriannya sangat panjang",2 tahun lalu
M Legawa,5,tempat belanja favorit dari tahun 2008...meskipun yang belanja banyak tapi kasir juga banyak jadi antrian tidak mengular...(kecuali ramadhan yaa sudah pasti antrian aksir seperti ular naga panjang nya bukan kepalang ),2 tahun lalu
Charlie Purwanto,5,"Murah komplit
Sayangnya kehabisan voucher belanja terus",2 tahun lalu
Badboy Wibowo,1,Lama dan kelamaan bagian kasa pembayaran.!!!!!!!! Padahal antrian panjang lama bngt melayani.,2 tahun lalu
ksariz,5,Temoat menyenangkan untuk berbelanja kebutuhan rumah tangga.. banyak promo di hari jumat,2 tahun lalu
Dx Dimaz,5,Pilihan tempat belanja lumayan komplit dengan harga standar,2 tahun lalu
Ahmad A. Oriq,5,"Selalu belanja kesini dari jaman dapet voucher belanja dari kerjaan. Punya member yg bisa dipakai buat bayar KRL juga. Pelayanan ramah, transaksi di kasir cepet, parkir luas dan layoutnya sekarang jd tambah lega.",2 tahun lalu
Nur Raudah Ismiyah,5,Belanja bulanan selalu ke sini,2 tahun lalu
Ummayummy Godean,5,barang komplit dan murab,2 tahun lalu
Mikha Park,4,"Tempat belanja lengkap ..di hari"" tertentu ada promo..",2 tahun lalu
Uchie Cellmania,2,"Untuk pusat pembelanjaan nya lengkap tapi untuk pelayanan kali ini sangat mengecewakan, kartu member dan debit dikasihnya ke cs dilempar, sebagai masukan semoga untuk pelayanan diperbaiki lagi",2 tahun lalu
Nindya Ollshop,5,Sukses selalu nggih... Pelayanannya di tingkat kan kembali ya,2 tahun lalu
MMDM Handayani,5,"Barangnya lengkap, harga lumayan murah dari toko yg lain",2 tahun lalu
eric perananjaya,5,"Supermarket yg lengkap utk belanja dari kebutuhan dapur, makanan dan kebutuhan sehari - hari .",2 tahun lalu
Indah Yuliani,4,"Apakah manna kampus membuka loker yang terbuka utk disabilitas tuli tidak ya?
Terimakasih sudah baca",2 tahun lalu
Meinetri,5,"Belanja murah, semua kebutuhan ada, bisa dapet poin belanja lagi. Terbaik sih, mana kartu member yang buat ngumpulin poin juga bisa dipake buat naik kereta. Dah parkirnya luas, tempat di dalemnya juga luas. Kalo mirota yang sekarang tuh lagi ditata ulang, dibikin ada ruang khusus buat antrian.",2 tahun lalu
Maria Andreana,5,"Salah satu swalayan yang besar di jalan godean, tempat parkir motor dan mobil luas ada di depan dan di bagian belakang toko. Tokonya luas, yang dijual lengkap mulai dari sayur dan buah segar, daging, beras, bumbu, snack, peralatan rumah tangga, alat-alat elektronik. Harganya lebih murah dibanding toko-toko lain. Kasirnya ada banyak walau tetap harus antre, kira-kira nunggu 15 menitan kalau pas tidak ramai banget. Tempatnya cukup luas jadi ga perlu berdesak-desakkan. Pembayaran bisa pakai cash dan kartu debit atau kredit. Ada beberapa stand makanan dan minuman juga di bagian luar toko seperti chatime, teh, snack-snack.",2 tahun lalu
barakuda yk,5,"swalayan lengkap murah, tempat belanja bulanan.",2 tahun lalu
Hunter Gabut,5,Favorit buat belanja bulanan,2 tahun lalu
MAZQ,4,Memenuhi kebutuhan sehari-hari keluarga anda...,2 tahun lalu
jafrin khodari,4,"Banyak pilihan kebutuhan keluarga, harga relatif lebih murah dr supermarket lainnya. Cm kalo rame jd empet2an belanja sm antri jd lama.",2 tahun lalu
Arnika Utami,5,"semua ada disini. anak kos wajib kesini sih hahah
murah murah bgt soalnyaa huhuw",2 tahun lalu
Yustina heraw,5,"Tempat belanja nyaman, banyak diskon, harga murah, lengkap, sNgat rekomendasi",2 tahun lalu
Annisa Tri hapsari,4,"jauh-jauh dari smg pengen nyobain belanja di Manna Kampus Swalayan cab godean. harga nya murce banget + banyak promo nya
untuk kasir nya sudah banyak
cuma kesel aja sama orang yg nyerobot antrian org. ga mau ngalah lagi
budayakan antri dong. jangan asal nyerobot aja",2 tahun lalu
Bunda Abdillah,4,"Sebenarnya Mirota Godean ini lebih luas sedikit area parkirnya dibandingkan dengan Mirota Kampus. Para bapak petugas parkir juga cekatan dan tanggap. Hanya saja, kalau pas ramai, sering tidak kebagian parkir. Mirota Godean ini satu lantai yang digunakan. Sekarang sudah semakin lengkap produk-produknya, ada sayur, bumbu, telur, buah, yoghurt, aneka frozenfood, daging slice/fillet, dll. Sekarang ada space yang dirombak, yaitu di bagian tengah yang dahulu jadi tempat untuk sabun cuci dan pewangi (dipindahkan di area yg agak bawah/dekat pintu masuk samping jalan raya besar).",2 tahun lalu
Milla Mokodompit,5,Klo kesini saya cari sepatu atau sandal batik,Diedit 2 tahun lalu
INNU AKUNTAN,5,Lengkap dan nyaman,2 tahun lalu
Ahmad Faiz Maula Firmansyah,5,"Owww ramai sekali, tiap hari ada orang",2 tahun lalu
Mbah Guno Contruction,4,Menjelang lebaran antriannya minta ampun.,2 tahun lalu
Angga Nur Rizki,5,10/10. Harga miring cuma ngantri polll,2 tahun lalu
Derry Laksmana,5,"Salah satu pasar swalayan di Jogja dengan harga yang lebih bersahabat dibanding dengan mini market jejaring. Menyediakan berbagai macam kebutuhan sehari-hari mulai dari makanan, perabotan, sampai dengan pakaian. Tempat parkir luas terletak di bagian belakang.",2 tahun lalu
Fahmi Setiawan,4,Murah komplit,2 tahun lalu
Andi Kulonprogo,5,Komplit banget karyawan ramah2,2 tahun lalu
[kata] [tienna],5,"Pertama kali ke sini sekitar 25 tahun yang lalu. Dari yang masih agak kecil sampai sekarang sudah besar dan super lengkap, masih konsisten dengan harga murah.",2 tahun lalu
Wandha Atmaka Aji,5,Tempat nya luas. Isi nya lengkap dan pas di kantong mahasiswa,2 tahun lalu
maria kristina,4,"Sudah lama ngga ke Mirota Godean, sekarang tambah ok, supermarket jadi gede banget dan luas.",2 tahun lalu
Candra Rian Irawan,5,"Tempatnya nyaman, pelayanan cepat. Harga merakyat",2 tahun lalu
Ainurahmaa,5,Yang perlu dihindari. Mirota saat pay day (tgl musa atau tgl 25) krn bakal rame pol,2 tahun lalu
nurul khusna,1,"Selamat siang kak kami mau mengajukan komplai untuk pembelian gula berat 1kgan kita beli sebanyak 124kg setelah kami buka karung gulanya hanya ada 120kg
Lalu ada juga 4 bungkus yang sobek/ jeboll seperti diatas",2 tahun lalu
